origen,destino,modo_transporte,hora_salida,fecha_consulta,distancia_km,duracion_sin_trafico_min,duracion_con_trafico_min,diferencia_trafico_min,min_por_km
"Getafe, Madrid","Leganés, Madrid",TRANSIT,03:00,2026-02-27,9.72,36.0,,,3.7037037037037033
"Estación de Atocha, Madrid",Córdoba,TRANSIT,15:00,2026-02-27,344.21,106.1,,,0.3082420615322042
"Estación de Chamartín, Madrid","Bilbao, España",TRANSIT,19:00,2026-02-27,322.43,278.1,,,0.8625127934745527
"Móstoles, Madrid","Fuenlabrada, Madrid",TRANSIT,01:00,2026-02-27,32.85,68.3,,,2.079147640791476
"Estación de Chamartín, Madrid",Valladolid,TRANSIT,01:00,2026-02-27,179.23,73.5,,,0.41008759694247615
"Estación de Atocha, Madrid",Cuenca,TRANSIT,07:00,2026-02-27,212.01,111.2,,,0.5245035611527759
"Estación de Chamartín, Madrid","Alcobendas, Madrid",TRANSIT,05:00,2026-02-27,9.76,39.7,,,4.067622950819673
"Puerta del Sol, Madrid","Coslada, Madrid",TRANSIT,01:00,2026-02-27,19.46,69.1,,,3.5508735868448094
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",TRANSIT,21:00,2026-02-27,44.45,96.0,,,2.1597300337457814
"Estación de Chamartín, Madrid",Burgos,TRANSIT,08:00,2026-02-27,304.28,107.5,,,0.3532930195872223
"Puerta del Sol, Madrid","Leganés, Madrid",TRANSIT,19:00,2026-02-27,16.67,32.5,,,1.949610077984403
"Puerta del Sol, Madrid","Coslada, Madrid",TRANSIT,14:00,2026-02-27,16.65,34.5,,,2.0720720720720722
"Estación de Chamartín, Madrid",Valladolid,TRANSIT,10:00,2026-02-27,179.23,68.5,,,0.3821904815042125
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,16:00,2026-02-27,15.75,32.6,,,2.06984126984127
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,14:00,2026-02-27,360.46,383.1,,,1.0628086334128615
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",TRANSIT,19:00,2026-02-27,607.33,184.1,,,0.3031300940180791
"Puerta del Sol, Madrid","Alcorcón, Madrid",TRANSIT,05:00,2026-02-27,17.66,46.9,,,2.6557191392978483
"Estación de Chamartín, Madrid","Alcobendas, Madrid",TRANSIT,02:00,2026-02-27,9.76,34.6,,,3.545081967213115
"Estación de Atocha, Madrid",Toledo,TRANSIT,18:00,2026-02-27,83.88,53.4,,,0.6366237482117311
"Retiro, Madrid","Getafe, Madrid",TRANSIT,05:00,2026-02-27,14.87,39.5,,,2.65635507733692
"Retiro, Madrid","Getafe, Madrid",TRANSIT,00:00 (+1d),2026-02-27,15.87,51.8,,,3.2640201638311277
"Estación de Atocha, Madrid",Ávila,TRANSIT,20:00,2026-02-27,129.29,142.9,,,1.1052672287106506
"Moncloa, Madrid","Boadilla del Monte, Madrid",TRANSIT,02:00,2026-02-27,38.31,110.8,,,2.8921952492821714
"Estación de Atocha, Madrid","Parla, Madrid",TRANSIT,01:00,2026-02-27,22.38,48.8,,,2.1805183199285074
"Estación de Atocha, Madrid","Alcobendas, Madrid",TRANSIT,06:00,2026-02-27,24.9,53.3,,,2.140562248995984
"Estación de Atocha, Madrid","Zaragoza, España",TRANSIT,01:00,2026-02-27,306.53,98.6,,,0.3216650898770104
"Estación de Atocha, Madrid",Segovia,TRANSIT,19:00,2026-02-27,81.6,76.5,,,0.9375000000000001
"Estación de Atocha, Madrid",Toledo,TRANSIT,14:00,2026-02-27,83.88,55.4,,,0.6604673342870768
"Estación de Atocha, Madrid","Alcobendas, Madrid",TRANSIT,07:00,2026-02-27,19.15,46.7,,,2.438642297650131
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,08:00,2026-02-27,26.41,58.4,,,2.211283604695191
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,02:00,2026-02-27,15.54,49.5,,,3.1853281853281854
"Estación de Chamartín, Madrid",Burgos,TRANSIT,12:00,2026-02-27,303.96,109.5,,,0.36024476904855907
"Estación de Atocha, Madrid","Málaga, España",TRANSIT,10:00,2026-02-27,536.46,160.1,,,0.29843790776572343
"Moncloa, Madrid","Boadilla del Monte, Madrid",TRANSIT,09:00,2026-02-27,36.47,98.9,,,2.7118179325472993
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,17:00,2026-02-27,447.96,373.1,,,0.8328868648986517
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",TRANSIT,17:00,2026-02-27,621.07,196.7,,,0.3167114817975429
"Estación de Atocha, Madrid","Zaragoza, España",TRANSIT,00:00 (+1d),2026-02-27,306.89,108.1,,,0.3522434748606993
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,09:00,2026-02-27,514.65,342.1,,,0.6647235985621297
"Estación de Chamartín, Madrid",Valladolid,TRANSIT,07:00,2026-02-27,179.04,61.9,,,0.34573279714030386
"Moncloa, Madrid","Boadilla del Monte, Madrid",TRANSIT,06:00,2026-02-27,38.31,107.2,,,2.798225006525711
"Estación de Atocha, Madrid",Segovia,TRANSIT,15:00,2026-02-27,81.6,83.5,,,1.0232843137254903
"Estación de Atocha, Madrid","Málaga, España",TRANSIT,18:00,2026-02-27,536.46,175.1,,,0.326398985944898
"Estación de Atocha, Madrid","Pinto, Madrid",TRANSIT,04:00,2026-02-27,20.65,26.6,,,1.288135593220339
"Estación de Atocha, Madrid","Málaga, España",TRANSIT,14:00,2026-02-27,536.46,167.1,,,0.3114864109160049
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",TRANSIT,01:00,2026-02-27,8.06,28.4,,,3.5235732009925553
"Gran Vía, Madrid","Estadio Cívitas Metropolitano, Madrid",TRANSIT,23:00,2026-02-27,14.73,53.7,,,3.645621181262729
"Nuevos Ministerios, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,03:00,2026-02-27,15.99,52.4,,,3.2770481550969355
"Estación de Atocha, Madrid","Valencia, España",TRANSIT,07:00,2026-02-27,406.67,138.2,,,0.33983328005508145
"Estación de Chamartín, Madrid",Salamanca,TRANSIT,01:00,2026-02-27,298.92,179.6,,,0.6008296534189749
"Estación de Atocha, Madrid","Aranjuez, Madrid",TRANSIT,20:00,2026-02-27,48.17,58.6,,,1.2165248079717665
"Puerta del Sol, Madrid","Leganés, Madrid",TRANSIT,16:00,2026-02-27,16.67,35.5,,,2.129574085182963
"Estación de Atocha, Madrid",Córdoba,TRANSIT,17:00,2026-02-27,344.26,129.0,,,0.3747167838261779
"Estación de Chamartín, Madrid","Bilbao, España",TRANSIT,13:00,2026-02-27,325.7,280.6,,,0.8615290144304576
"Puerta del Sol, Madrid","Alcorcón, Madrid",TRANSIT,03:00,2026-02-27,21.73,57.3,,,2.6369075011504832
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",TRANSIT,12:00,2026-02-27,602.48,168.1,,,0.2790134112335679
"Estación de Chamartín, Madrid",Valladolid,TRANSIT,22:00,2026-02-27,189.51,179.2,,,0.9455965384412431
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,12:00,2026-02-27,14.8,55.0,,,3.7162162162162162
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,08:00,2026-02-27,28.81,51.0,,,1.7702186740715031
"Estación de Atocha, Madrid","Fuenlabrada, Madrid",TRANSIT,01:00,2026-02-27,19.74,34.4,,,1.7426545086119556
"Estación de Atocha, Madrid","Sevilla, España",TRANSIT,11:00,2026-02-27,470.82,174.8,,,0.3712671509281679
"Estación de Atocha, Madrid","Sevilla, España",TRANSIT,14:00,2026-02-27,470.82,162.6,,,0.3453549127054925
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,10:00,2026-02-27,15.75,34.1,,,2.1650793650793654
"Puerta del Sol, Madrid","Torrejón de Ardoz, Madrid",TRANSIT,06:00,2026-02-27,24.73,42.5,,,1.7185604528912253
"Puerta del Sol, Madrid","Getafe, Madrid",TRANSIT,00:00 (+1d),2026-02-27,14.42,36.0,,,2.4965325936199725
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,19:00,2026-02-27,26.41,63.9,,,2.4195380537675124
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,00:00 (+1d),2026-02-27,29.32,95.5,,,3.257162346521146
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,19:00,2026-02-27,28.81,43.7,,,1.5168344324887193
"Aranjuez, Madrid","Ocaña, Toledo",TRANSIT,08:00,2026-02-27,12.18,20.0,,,1.6420361247947455
"Estación de Atocha, Madrid","Valencia, España",TRANSIT,22:00,2026-02-27,407.01,151.2,,,0.3714896439890912
"Puerta del Sol, Madrid","Leganés, Madrid",TRANSIT,22:00,2026-02-27,16.64,32.5,,,1.953125
"Estación de Chamartín, Madrid","Alcobendas, Madrid",TRANSIT,07:00,2026-02-27,13.63,37.0,,,2.714600146735143
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",TRANSIT,18:00,2026-02-27,625.94,210.6,,,0.3364539732242707
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,20:00,2026-02-27,27.9,79.6,,,2.8530465949820787
"Estación de Atocha, Madrid","Parla, Madrid",TRANSIT,02:00,2026-02-27,23.17,36.2,,,1.56236512731981
"Estación de Chamartín, Madrid",Salamanca,TRANSIT,18:00,2026-02-27,232.6,192.2,,,0.8263112639724849
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",TRANSIT,22:00,2026-02-27,44.35,114.9,,,2.5907553551296507
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",TRANSIT,09:00,2026-02-27,44.48,109.5,,,2.4617805755395685
"Moncloa, Madrid","Boadilla del Monte, Madrid",TRANSIT,01:00,2026-02-27,30.3,90.2,,,2.9768976897689767
"Estación de Chamartín, Madrid",Burgos,TRANSIT,11:00,2026-02-27,215.35,208.2,,,0.9667982354306942
"Estación de Atocha, Madrid","Málaga, España",TRANSIT,17:00,2026-02-27,509.77,195.1,,,0.3827216195539165
"Moncloa, Madrid","Las Rozas de Madrid, Madrid",TRANSIT,06:00,2026-02-27,22.37,63.6,,,2.8430934286991505
"Retiro, Madrid","Getafe, Madrid",TRANSIT,10:00,2026-02-27,14.87,39.4,,,2.6496301277740417
"Moncloa, Madrid","Boadilla del Monte, Madrid",TRANSIT,07:00,2026-02-27,36.47,97.2,,,2.6652042774883467
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",TRANSIT,14:00,2026-02-27,621.07,195.7,,,0.31510135733492195
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,15:00,2026-02-27,549.77,323.5,,,0.5884278880259017
"Puerta del Sol, Madrid","Coslada, Madrid",TRANSIT,19:00,2026-02-27,16.55,32.5,,,1.9637462235649545
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,12:00,2026-02-27,549.77,308.5,,,0.5611437510231552
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",TRANSIT,11:00,2026-02-27,40.85,90.7,,,2.2203182374541
"Estación de Atocha, Madrid","Alcobendas, Madrid",TRANSIT,05:00,2026-02-27,23.85,54.6,,,2.289308176100629
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,04:00,2026-02-27,15.54,46.9,,,3.0180180180180183
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,14:00,2026-02-27,24.25,62.5,,,2.577319587628866
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,03:00,2026-02-27,26.41,69.4,,,2.6277925028398337
"Estación de Atocha, Madrid","Zaragoza, España",TRANSIT,17:00,2026-02-27,306.89,100.1,,,0.3261755026230897
"Puerta del Sol, Madrid","Alcorcón, Madrid",TRANSIT,12:00,2026-02-27,17.47,44.7,,,2.558672009158558
"Estación de Atocha, Madrid","Alcalá de Henares, Madrid",TRANSIT,08:00,2026-02-27,33.21,42.2,,,1.270701595904848
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,18:00,2026-02-27,24.25,61.1,,,2.5195876288659793
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,04:00,2026-02-27,14.02,38.4,,,2.738944365192582
"Moncloa, Madrid","Pozuelo de Alarcón, Madrid",TRANSIT,01:00,2026-02-27,34.26,85.8,,,2.504378283712785
"Móstoles, Madrid","Alcorcón, Madrid",TRANSIT,02:00,2026-02-27,8.01,27.1,,,3.3832709113607993
"Estación de Chamartín, Madrid","Tres Cantos, Madrid",TRANSIT,04:00,2026-02-27,15.34,24.5,,,1.5971316818774446
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,09:00,2026-02-27,28.81,42.5,,,1.4751822283929192
"Estación de Atocha, Madrid","Málaga, España",TRANSIT,16:00,2026-02-27,536.46,164.1,,,0.30589419528017
"Retiro, Madrid","Getafe, Madrid",TRANSIT,04:00,2026-02-27,15.35,39.8,,,2.592833876221498
