origen,destino,modo_transporte,hora_salida,fecha_consulta,distancia_km,duracion_sin_trafico_min,duracion_con_trafico_min,diferencia_trafico_min
"Estación de Chamartín, Madrid","Bilbao, España",TRANSIT,00:00 (+1d),2026-02-27,326.39,279.8,,
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,00:00 (+1d),2026-02-27,426.77,394.8,,
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",TRANSIT,00:00 (+1d),2026-02-27,11.07,27.4,,
"Móstoles, Madrid","Alcorcón, Madrid",TRANSIT,00:00 (+1d),2026-02-27,8.41,27.3,,
"Móstoles, Madrid","Leganés, Madrid",TRANSIT,00:00 (+1d),2026-02-27,13.27,26.2,,
"Móstoles, Madrid","Fuenlabrada, Madrid",TRANSIT,00:00 (+1d),2026-02-27,10.65,46.2,,
"Getafe, Madrid","Parla, Madrid",TRANSIT,00:00 (+1d),2026-02-27,9.09,25.8,,
"Getafe, Madrid","Leganés, Madrid",TRANSIT,00:00 (+1d),2026-02-27,10.91,16.1,,
"Las Rozas de Madrid, Madrid","Majadahonda, Madrid",TRANSIT,00:00 (+1d),2026-02-27,3.1,45.1,,
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,00:00 (+1d),2026-02-27,28.04,49.1,,
"Aranjuez, Madrid","Ocaña, Toledo",TRANSIT,00:00 (+1d),2026-02-27,109.14,115.0,,
