origen,destino,modo_transporte,hora_salida,fecha_consulta,distancia_km,duracion_sin_trafico_min,duracion_con_trafico_min,diferencia_trafico_min
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,09:00,2026-02-27,13.68,24.1,23.3,-0.8
"Puerta del Sol, Madrid","Getafe, Madrid",DRIVE,09:00,2026-02-27,14.4,26.2,25.1,-1.1
"Puerta del Sol, Madrid","Torrejón de Ardoz, Madrid",DRIVE,09:00,2026-02-27,30.81,36.5,34.4,-2.1
"Puerta del Sol, Madrid","Coslada, Madrid",DRIVE,09:00,2026-02-27,20.72,28.7,27.4,-1.3
"Estación de Atocha, Madrid",Toledo,DRIVE,09:00,2026-02-27,73.34,57.2,54.6,-2.6
"Estación de Atocha, Madrid",Segovia,DRIVE,09:00,2026-02-27,99.76,74.5,72.1,-2.4
"Estación de Atocha, Madrid",Ávila,DRIVE,09:00,2026-02-27,117.1,82.4,78.6,-3.8
"Estación de Atocha, Madrid",Cuenca,DRIVE,09:00,2026-02-27,164.27,98.5,95.0,-3.5
"Estación de Chamartín, Madrid",Valladolid,DRIVE,09:00,2026-02-27,208.61,133.7,134.1,0.4
"Estación de Chamartín, Madrid",Burgos,DRIVE,09:00,2026-02-27,234.65,140.0,135.5,-4.5
"Estación de Chamartín, Madrid",Salamanca,DRIVE,09:00,2026-02-27,214.75,133.4,133.0,-0.4
"Estación de Atocha, Madrid",Córdoba,DRIVE,09:00,2026-02-27,392.87,238.5,229.6,-8.9
"Estación de Atocha, Madrid",Ciudad Real,DRIVE,09:00,2026-02-27,190.37,134.3,137.9,3.6
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,09:00,2026-02-27,613.8,366.8,351.1,-15.7
"Estación de Atocha, Madrid","Valencia, España",DRIVE,09:00,2026-02-27,355.0,215.0,210.2,-4.8
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,09:00,2026-02-27,534.39,307.4,306.1,-1.3
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,09:00,2026-02-27,314.08,193.5,187.0,-6.5
"Estación de Atocha, Madrid","Málaga, España",DRIVE,09:00,2026-02-27,533.33,316.2,306.6,-9.6
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,09:00,2026-02-27,387.98,233.3,224.4,-8.9
"Estación de Chamartín, Madrid","San Sebastián, España",DRIVE,09:00,2026-02-27,442.83,268.6,260.2,-8.4
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",DRIVE,09:00,2026-02-27,14.38,18.7,18.5,-0.2
"Móstoles, Madrid","Alcorcón, Madrid",DRIVE,09:00,2026-02-27,8.93,15.5,16.1,0.6
"Móstoles, Madrid","Leganés, Madrid",DRIVE,09:00,2026-02-27,11.77,22.1,21.4,-0.7
"Móstoles, Madrid","Fuenlabrada, Madrid",DRIVE,09:00,2026-02-27,9.98,18.0,17.6,-0.4
"Getafe, Madrid","Parla, Madrid",DRIVE,09:00,2026-02-27,10.84,15.5,15.4,-0.1
"Getafe, Madrid","Leganés, Madrid",DRIVE,09:00,2026-02-27,4.77,12.6,12.6,0.0
"Las Rozas de Madrid, Madrid","Majadahonda, Madrid",DRIVE,09:00,2026-02-27,3.12,7.1,5.7,-1.4
"Tres Cantos, Madrid","Alcobendas, Madrid",DRIVE,09:00,2026-02-27,17.22,15.6,15.3,-0.3
"Aranjuez, Madrid","Valdemoro, Madrid",DRIVE,09:00,2026-02-27,22.01,21.4,20.7,-0.7
"Aranjuez, Madrid","Ocaña, Toledo",DRIVE,09:00,2026-02-27,16.03,17.0,16.3,-0.7
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,09:00,2026-02-27,15.7,32.6,,
"Puerta del Sol, Madrid","Estación de Atocha, Madrid",TRANSIT,09:00,2026-02-27,2.21,11.6,,
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",TRANSIT,09:00,2026-02-27,6.93,22.9,,
"Puerta del Sol, Madrid","Plaza de Castilla, Madrid",TRANSIT,09:00,2026-02-27,6.48,22.4,,
"Puerta del Sol, Madrid","Vallecas, Madrid",TRANSIT,09:00,2026-02-27,11.23,40.0,,
"Puerta del Sol, Madrid","Moncloa, Madrid",TRANSIT,09:00,2026-02-27,10.48,59.7,,
"Puerta del Sol, Madrid","Cuatro Caminos, Madrid",TRANSIT,09:00,2026-02-27,4.45,18.2,,
"Gran Vía, Madrid","Estadio Santiago Bernabéu, Madrid",TRANSIT,09:00,2026-02-27,4.56,25.0,,
"Gran Vía, Madrid","Estadio Cívitas Metropolitano, Madrid",TRANSIT,09:00,2026-02-27,14.73,45.2,,
"Nuevos Ministerios, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",TRANSIT,09:00,2026-02-27,12.29,20.7,,
"Nuevos Ministerios, Madrid","Estación de Atocha, Madrid",TRANSIT,09:00,2026-02-27,5.21,15.6,,
"Retiro, Madrid","Ciudad Universitaria, Madrid",TRANSIT,09:00,2026-02-27,8.37,47.3,,
"Retiro, Madrid","Leganés, Madrid",TRANSIT,09:00,2026-02-27,16.03,38.9,,
"Retiro, Madrid","Getafe, Madrid",TRANSIT,09:00,2026-02-27,14.48,38.4,,
"Estación de Atocha, Madrid","Alcalá de Henares, Madrid",TRANSIT,09:00,2026-02-27,33.21,42.2,,
"Estación de Atocha, Madrid","Aranjuez, Madrid",TRANSIT,09:00,2026-02-27,48.17,48.6,,
"Estación de Atocha, Madrid","Alcobendas, Madrid",TRANSIT,09:00,2026-02-27,24.9,51.0,,
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",TRANSIT,09:00,2026-02-27,24.25,60.7,,
"Estación de Atocha, Madrid","Móstoles, Madrid",TRANSIT,09:00,2026-02-27,19.76,38.5,,
"Estación de Atocha, Madrid","Fuenlabrada, Madrid",TRANSIT,09:00,2026-02-27,21.62,44.9,,
"Estación de Atocha, Madrid","Parla, Madrid",TRANSIT,09:00,2026-02-27,21.86,41.4,,
"Estación de Atocha, Madrid","Pinto, Madrid",TRANSIT,09:00,2026-02-27,20.65,26.6,,
"Estación de Chamartín, Madrid","Tres Cantos, Madrid",TRANSIT,09:00,2026-02-27,15.34,24.5,,
"Estación de Chamartín, Madrid","Colmenar Viejo, Madrid",TRANSIT,09:00,2026-02-27,22.64,33.5,,
"Estación de Chamartín, Madrid","Alcobendas, Madrid",TRANSIT,09:00,2026-02-27,13.63,37.0,,
"Moncloa, Madrid","Las Rozas de Madrid, Madrid",TRANSIT,09:00,2026-02-27,17.78,61.8,,
"Moncloa, Madrid","Majadahonda, Madrid",TRANSIT,09:00,2026-02-27,18.44,78.8,,
"Moncloa, Madrid","Pozuelo de Alarcón, Madrid",TRANSIT,09:00,2026-02-27,5.78,46.9,,
"Moncloa, Madrid","Boadilla del Monte, Madrid",TRANSIT,09:00,2026-02-27,36.47,98.9,,
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",TRANSIT,09:00,2026-02-27,44.48,109.5,,
"Puerta del Sol, Madrid","Alcorcón, Madrid",TRANSIT,09:00,2026-02-27,17.66,47.9,,
"Puerta del Sol, Madrid","Leganés, Madrid",TRANSIT,09:00,2026-02-27,16.77,34.5,,
"Puerta del Sol, Madrid","Getafe, Madrid",TRANSIT,09:00,2026-02-27,15.41,25.5,,
"Puerta del Sol, Madrid","Torrejón de Ardoz, Madrid",TRANSIT,09:00,2026-02-27,24.63,40.5,,
"Puerta del Sol, Madrid","Coslada, Madrid",TRANSIT,09:00,2026-02-27,16.55,31.5,,
"Estación de Atocha, Madrid",Toledo,TRANSIT,09:00,2026-02-27,83.76,51.7,,
"Estación de Atocha, Madrid",Segovia,TRANSIT,09:00,2026-02-27,82.79,120.3,,
"Estación de Atocha, Madrid",Ávila,TRANSIT,09:00,2026-02-27,128.06,114.7,,
"Estación de Atocha, Madrid",Cuenca,TRANSIT,09:00,2026-02-27,212.02,110.2,,
"Estación de Chamartín, Madrid",Valladolid,TRANSIT,09:00,2026-02-27,179.23,73.5,,
"Estación de Chamartín, Madrid",Burgos,TRANSIT,09:00,2026-02-27,303.85,165.9,,
"Estación de Chamartín, Madrid",Salamanca,TRANSIT,09:00,2026-02-27,239.64,189.6,,
"Estación de Atocha, Madrid",Córdoba,TRANSIT,09:00,2026-02-27,343.92,106.6,,
"Estación de Atocha, Madrid",Ciudad Real,TRANSIT,09:00,2026-02-27,171.32,64.0,,
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",TRANSIT,09:00,2026-02-27,607.34,193.1,,
"Estación de Atocha, Madrid","Valencia, España",TRANSIT,09:00,2026-02-27,406.67,146.2,,
"Estación de Atocha, Madrid","Sevilla, España",TRANSIT,09:00,2026-02-27,470.54,162.6,,
"Estación de Atocha, Madrid","Zaragoza, España",TRANSIT,09:00,2026-02-27,306.57,80.0,,
"Estación de Atocha, Madrid","Málaga, España",TRANSIT,09:00,2026-02-27,509.77,194.1,,
"Estación de Chamartín, Madrid","Bilbao, España",TRANSIT,09:00,2026-02-27,322.43,333.1,,
"Estación de Chamartín, Madrid","San Sebastián, España",TRANSIT,09:00,2026-02-27,514.65,342.1,,
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",TRANSIT,09:00,2026-02-27,10.37,9.0,,
"Móstoles, Madrid","Alcorcón, Madrid",TRANSIT,09:00,2026-02-27,8.41,27.3,,
"Móstoles, Madrid","Leganés, Madrid",TRANSIT,09:00,2026-02-27,13.27,26.2,,
"Móstoles, Madrid","Fuenlabrada, Madrid",TRANSIT,09:00,2026-02-27,10.65,46.2,,
"Getafe, Madrid","Parla, Madrid",TRANSIT,09:00,2026-02-27,9.03,20.8,,
"Getafe, Madrid","Leganés, Madrid",TRANSIT,09:00,2026-02-27,10.91,16.1,,
"Las Rozas de Madrid, Madrid","Majadahonda, Madrid",TRANSIT,09:00,2026-02-27,12.26,31.0,,
"Tres Cantos, Madrid","Alcobendas, Madrid",TRANSIT,09:00,2026-02-27,28.81,42.5,,
"Aranjuez, Madrid","Valdemoro, Madrid",TRANSIT,09:00,2026-02-27,21.05,26.0,,
"Aranjuez, Madrid","Ocaña, Toledo",TRANSIT,09:00,2026-02-27,16.96,15.0,,
"Puerta del Sol, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,10:00,2026-02-27,20.96,25.8,26.4,0.6
"Puerta del Sol, Madrid","Estación de Atocha, Madrid",DRIVE,10:00,2026-02-27,3.71,15.1,15.7,0.6
"Puerta del Sol, Madrid","Estación de Chamartín, Madrid",DRIVE,10:00,2026-02-27,18.03,27.1,27.0,-0.1
"Puerta del Sol, Madrid","Plaza de Castilla, Madrid",DRIVE,10:00,2026-02-27,12.59,26.6,26.1,-0.5
"Puerta del Sol, Madrid","Vallecas, Madrid",DRIVE,10:00,2026-02-27,18.78,22.6,23.5,0.9
"Puerta del Sol, Madrid","Moncloa, Madrid",DRIVE,10:00,2026-02-27,11.92,20.5,20.5,0.0
"Puerta del Sol, Madrid","Cuatro Caminos, Madrid",DRIVE,10:00,2026-02-27,6.51,21.9,24.1,2.2
"Gran Vía, Madrid","Estadio Santiago Bernabéu, Madrid",DRIVE,10:00,2026-02-27,4.2,11.9,11.3,-0.6
"Gran Vía, Madrid","Estadio Cívitas Metropolitano, Madrid",DRIVE,10:00,2026-02-27,10.39,12.8,12.3,-0.5
"Nuevos Ministerios, Madrid","Aeropuerto Adolfo Suárez Madrid-Barajas, Madrid",DRIVE,10:00,2026-02-27,12.54,16.0,16.2,0.2
"Nuevos Ministerios, Madrid","Estación de Atocha, Madrid",DRIVE,10:00,2026-02-27,5.83,17.7,18.2,0.5
"Retiro, Madrid","Ciudad Universitaria, Madrid",DRIVE,10:00,2026-02-27,8.78,22.4,21.2,-1.2
"Retiro, Madrid","Leganés, Madrid",DRIVE,10:00,2026-02-27,14.27,23.3,22.6,-0.7
"Retiro, Madrid","Getafe, Madrid",DRIVE,10:00,2026-02-27,14.99,25.4,24.4,-1.0
"Estación de Atocha, Madrid","Alcalá de Henares, Madrid",DRIVE,10:00,2026-02-27,33.74,31.6,30.1,-1.5
"Estación de Atocha, Madrid","Aranjuez, Madrid",DRIVE,10:00,2026-02-27,47.89,43.0,41.4,-1.6
"Estación de Atocha, Madrid","Alcobendas, Madrid",DRIVE,10:00,2026-02-27,18.7,19.5,18.4,-1.1
"Estación de Atocha, Madrid","San Sebastián de los Reyes, Madrid",DRIVE,10:00,2026-02-27,25.2,27.3,25.9,-1.4
"Estación de Atocha, Madrid","Móstoles, Madrid",DRIVE,10:00,2026-02-27,25.18,30.6,29.4,-1.2
"Estación de Atocha, Madrid","Fuenlabrada, Madrid",DRIVE,10:00,2026-02-27,22.96,27.1,26.6,-0.5
"Estación de Atocha, Madrid","Parla, Madrid",DRIVE,10:00,2026-02-27,24.36,29.1,28.0,-1.1
"Estación de Atocha, Madrid","Pinto, Madrid",DRIVE,10:00,2026-02-27,23.85,23.6,22.6,-1.0
"Estación de Chamartín, Madrid","Tres Cantos, Madrid",DRIVE,10:00,2026-02-27,16.68,17.7,17.5,-0.2
"Estación de Chamartín, Madrid","Colmenar Viejo, Madrid",DRIVE,10:00,2026-02-27,26.62,27.8,27.6,-0.2
"Estación de Chamartín, Madrid","Alcobendas, Madrid",DRIVE,10:00,2026-02-27,9.54,11.8,11.8,0.0
"Moncloa, Madrid","Las Rozas de Madrid, Madrid",DRIVE,10:00,2026-02-27,17.9,15.8,15.4,-0.4
"Moncloa, Madrid","Majadahonda, Madrid",DRIVE,10:00,2026-02-27,18.27,16.4,16.1,-0.3
"Moncloa, Madrid","Pozuelo de Alarcón, Madrid",DRIVE,10:00,2026-02-27,10.63,13.0,12.8,-0.2
"Moncloa, Madrid","Boadilla del Monte, Madrid",DRIVE,10:00,2026-02-27,20.84,19.4,18.8,-0.6
"Moncloa, Madrid","Villanueva de la Cañada, Madrid",DRIVE,10:00,2026-02-27,34.15,29.0,28.4,-0.6
"Puerta del Sol, Madrid","Alcorcón, Madrid",DRIVE,10:00,2026-02-27,15.35,25.0,26.2,1.2
"Puerta del Sol, Madrid","Leganés, Madrid",DRIVE,10:00,2026-02-27,13.68,24.1,25.0,0.9
"Puerta del Sol, Madrid","Getafe, Madrid",DRIVE,10:00,2026-02-27,14.4,26.2,26.3,0.1
"Puerta del Sol, Madrid","Torrejón de Ardoz, Madrid",DRIVE,10:00,2026-02-27,30.81,36.5,35.5,-1.0
"Puerta del Sol, Madrid","Coslada, Madrid",DRIVE,10:00,2026-02-27,20.72,28.7,28.7,0.0
"Estación de Atocha, Madrid",Toledo,DRIVE,10:00,2026-02-27,73.34,57.2,56.5,-0.7
"Estación de Atocha, Madrid",Segovia,DRIVE,10:00,2026-02-27,99.76,74.5,72.6,-1.9
"Estación de Atocha, Madrid",Ávila,DRIVE,10:00,2026-02-27,117.1,82.4,78.5,-3.9
"Estación de Atocha, Madrid",Cuenca,DRIVE,10:00,2026-02-27,164.27,98.5,95.1,-3.4
"Estación de Chamartín, Madrid",Valladolid,DRIVE,10:00,2026-02-27,208.61,133.7,135.2,1.5
"Estación de Chamartín, Madrid",Burgos,DRIVE,10:00,2026-02-27,234.65,140.0,136.3,-3.7
"Estación de Chamartín, Madrid",Salamanca,DRIVE,10:00,2026-02-27,214.75,133.4,133.1,-0.3
"Estación de Atocha, Madrid",Córdoba,DRIVE,10:00,2026-02-27,392.87,238.5,231.8,-6.7
"Estación de Atocha, Madrid",Ciudad Real,DRIVE,10:00,2026-02-27,190.37,134.3,140.1,5.8
"Estación de Atocha, Madrid","Barcelona Sants, Barcelona",DRIVE,10:00,2026-02-27,613.8,366.8,353.5,-13.3
"Estación de Atocha, Madrid","Valencia, España",DRIVE,10:00,2026-02-27,355.0,215.0,218.5,3.5
"Estación de Atocha, Madrid","Sevilla, España",DRIVE,10:00,2026-02-27,534.39,307.4,299.4,-8.0
"Estación de Atocha, Madrid","Zaragoza, España",DRIVE,10:00,2026-02-27,314.08,193.5,188.8,-4.7
"Estación de Atocha, Madrid","Málaga, España",DRIVE,10:00,2026-02-27,533.33,316.2,304.9,-11.3
"Estación de Chamartín, Madrid","Bilbao, España",DRIVE,10:00,2026-02-27,387.98,233.3,225.8,-7.5
"Estación de Chamartín, Madrid","San Sebastián, España",DRIVE,10:00,2026-02-27,442.83,268.6,260.1,-8.5
"Alcalá de Henares, Madrid","Torrejón de Ardoz, Madrid",DRIVE,10:00,2026-02-27,14.38,18.7,18.8,0.1
"Móstoles, Madrid","Alcorcón, Madrid",DRIVE,10:00,2026-02-27,8.93,15.5,17.3,1.8
"Móstoles, Madrid","Leganés, Madrid",DRIVE,10:00,2026-02-27,11.77,22.1,20.9,-1.2
"Móstoles, Madrid","Fuenlabrada, Madrid",DRIVE,10:00,2026-02-27,9.98,18.0,18.7,0.7
"Getafe, Madrid","Parla, Madrid",DRIVE,10:00,2026-02-27,10.84,15.5,15.6,0.1
"Getafe, Madrid","Leganés, Madrid",DRIVE,10:00,2026-02-27,4.77,12.6,13.2,0.6
